row_id,source_record,source_line,cook_rank,term_id,estimate_full,estimate_deleted,delta_full_minus_deleted,delta_in_primary_se
CP01-R0852,852,853,967,AGE,0.11422207,0.11421931,0.00000276,0.00050848
CP01-R0915,915,916,968,INTERCEPT,-23.33121358,-23.41434910,0.08313551,0.00312710
CP01-R0915,915,916,968,CEMENT,0.11980433,0.11983081,-0.00002647,-0.00311862
CP01-R0915,915,916,968,SLAG,0.10386581,0.10389192,-0.00002611,-0.00257568
CP01-R0915,915,916,968,FLY_ASH,0.08793432,0.08798497,-0.00005065,-0.00402494
CP01-R0915,915,916,968,WATER,-0.14991842,-0.14981437,-0.00010405,-0.00258986
CP01-R0915,915,916,968,SUPERPLASTICIZER,0.29222460,0.29210992,0.00011468,0.00122749
CP01-R0915,915,916,968,COARSE_AGGREGATE,0.01808621,0.01810513,-0.00001891,-0.00201356
CP01-R0915,915,916,968,FINE_AGGREGATE,0.02019035,0.02023329,-0.00004294,-0.00401239
CP01-R0915,915,916,968,AGE,0.11422207,0.11422875,-0.00000669,-0.00123199
CP01-R0600,600,601,969,INTERCEPT,-23.33121358,-23.25553793,-0.07567565,-0.00284650
CP01-R0600,600,601,969,CEMENT,0.11980433,0.11978244,0.00002190,0.00257933
CP01-R0600,600,601,969,SLAG,0.10386581,0.10382710,0.00003871,0.00381928
CP01-R0600,600,601,969,FLY_ASH,0.08793432,0.08789037,0.00004396,0.00349322
CP01-R0600,600,601,969,WATER,-0.14991842,-0.14999198,0.00007356,0.00183080
CP01-R0600,600,601,969,SUPERPLASTICIZER,0.29222460,0.29209931,0.00012528,0.00134098
CP01-R0600,600,601,969,COARSE_AGGREGATE,0.01808621,0.01805836,0.00002785,0.00296574
CP01-R0600,600,601,969,FINE_AGGREGATE,0.02019035,0.02016255,0.00002780,0.00259818
CP01-R0600,600,601,969,AGE,0.11422207,0.11420674,0.00001533,0.00282416
CP01-R0781,781,782,970,INTERCEPT,-23.33121358,-23.35413742,0.02292383,0.00086227
CP01-R0781,781,782,970,CEMENT,0.11980433,0.11982465,-0.00002031,-0.00239280
CP01-R0781,781,782,970,SLAG,0.10386581,0.10389133,-0.00002552,-0.00251785
CP01-R0781,781,782,970,FLY_ASH,0.08793432,0.08797200,-0.00003768,-0.00299438
CP01-R0781,781,782,970,WATER,-0.14991842,-0.14989138,-0.00002704,-0.00067297
CP01-R0781,781,782,970,SUPERPLASTICIZER,0.29222460,0.29217567,0.00004892,0.00052366
CP01-R0781,781,782,970,COARSE_AGGREGATE,0.01808621,0.01808300,0.00000321,0.00034199
CP01-R0781,781,782,970,FINE_AGGREGATE,0.02019035,0.02020424,-0.00001389,-0.00129820
CP01-R0781,781,782,970,AGE,0.11422207,0.11422928,-0.00000722,-0.00132966
CP01-R0431,431,432,971,INTERCEPT,-23.33121358,-23.26261759,-0.06859599,-0.00258020
CP01-R0431,431,432,971,CEMENT,0.11980433,0.11979408,0.00001025,0.00120790
CP01-R0431,431,432,971,SLAG,0.10386581,0.10385362,0.00001218,0.00120217
CP01-R0431,431,432,971,FLY_ASH,0.08793432,0.08791149,0.00002283,0.00181434
CP01-R0431,431,432,971,WATER,-0.14991842,-0.15000464,0.00008622,0.00214604
CP01-R0431,431,432,971,SUPERPLASTICIZER,0.29222460,0.29214415,0.00008044,0.00086105
CP01-R0431,431,432,971,COARSE_AGGREGATE,0.01808621,0.01806451,0.00002171,0.00231101
CP01-R0431,431,432,971,FINE_AGGREGATE,0.02019035,0.02015497,0.00003538,0.00330566
CP01-R0431,431,432,971,AGE,0.11422207,0.11422578,-0.00000371,-0.00068432
CP01-R0631,631,632,972,INTERCEPT,-23.33121358,-23.32555700,-0.00565658,-0.00021277
CP01-R0631,631,632,972,CEMENT,0.11980433,0.11981553,-0.00001120,-0.00131914
CP01-R0631,631,632,972,SLAG,0.10386581,0.10387931,-0.00001350,-0.00133191
CP01-R0631,631,632,972,FLY_ASH,0.08793432,0.08795834,-0.00002401,-0.00190842
CP01-R0631,631,632,972,WATER,-0.14991842,-0.14991983,0.00000141,0.00003518
CP01-R0631,631,632,972,SUPERPLASTICIZER,0.29222460,0.29219529,0.00002931,0.00031369
CP01-R0631,631,632,972,COARSE_AGGREGATE,0.01808621,0.01807543,0.00001078,0.00114823
CP01-R0631,631,632,972,FINE_AGGREGATE,0.02019035,0.02018892,0.00000143,0.00013371
CP01-R0631,631,632,972,AGE,0.11422207,0.11422745,-0.00000538,-0.00099085
CP01-R0429,429,430,973,INTERCEPT,-23.33121358,-23.23642811,-0.09478547,-0.00356531
CP01-R0429,429,430,973,CEMENT,0.11980433,0.11978032,0.00002401,0.00282861
CP01-R0429,429,430,973,SLAG,0.10386581,0.10384315,0.00002266,0.00223568
CP01-R0429,429,430,973,FLY_ASH,0.08793432,0.08789585,0.00003847,0.00305742
CP01-R0429,429,430,973,WATER,-0.14991842,-0.15007264,0.00015422,0.00383843
CP01-R0429,429,430,973,SUPERPLASTICIZER,0.29222460,0.29214033,0.00008427,0.00090200
CP01-R0429,429,430,973,COARSE_AGGREGATE,0.01808621,0.01806107,0.00002514,0.00267702
CP01-R0429,429,430,973,FINE_AGGREGATE,0.02019035,0.02014857,0.00004178,0.00390439
CP01-R0429,429,430,973,AGE,0.11422207,0.11422841,-0.00000635,-0.00116932
CP01-R0483,483,484,974,INTERCEPT,-23.33121358,-23.29226124,-0.03895235,-0.00146517
CP01-R0483,483,484,974,CEMENT,0.11980433,0.11980857,-0.00000424,-0.00049908
CP01-R0483,483,484,974,SLAG,0.10386581,0.10385701,0.00000879,0.00086764
CP01-R0483,483,484,974,FLY_ASH,0.08793432,0.08793509,-0.00000077,-0.00006135
CP01-R0483,483,484,974,WATER,-0.14991842,-0.14999406,0.00007564,0.00188266
CP01-R0483,483,484,974,SUPERPLASTICIZER,0.29222460,0.29217985,0.00004475,0.00047899
CP01-R0483,483,484,974,COARSE_AGGREGATE,0.01808621,0.01807525,0.00001096,0.00116725
CP01-R0483,483,484,974,FINE_AGGREGATE,0.02019035,0.02017190,0.00001845,0.00172399
CP01-R0483,483,484,974,AGE,0.11422207,0.11422561,-0.00000354,-0.00065234
CP01-R0641,641,642,975,INTERCEPT,-23.33121358,-23.30459790,-0.02661569,-0.00100114
CP01-R0641,641,642,975,CEMENT,0.11980433,0.11980409,0.00000024,0.00002860
CP01-R0641,641,642,975,SLAG,0.10386581,0.10385102,0.00001479,0.00145919
CP01-R0641,641,642,975,FLY_ASH,0.08793432,0.08791915,0.00001517,0.00120594
CP01-R0641,641,642,975,WATER,-0.14991842,-0.14995959,0.00004117,0.00102482
CP01-R0641,641,642,975,SUPERPLASTICIZER,0.29222460,0.29205313,0.00017147,0.00183535
CP01-R0641,641,642,975,COARSE_AGGREGATE,0.01808621,0.01808034,0.00000587,0.00062536
CP01-R0641,641,642,975,FINE_AGGREGATE,0.02019035,0.02017867,0.00001168,0.00109165
CP01-R0641,641,642,975,AGE,0.11422207,0.11420971,0.00001236,0.00227725
CP01-R0923,923,924,976,INTERCEPT,-23.33121358,-23.39392735,0.06271376,0.00235895
CP01-R0923,923,924,976,CEMENT,0.11980433,0.11981891,-0.00001458,-0.00171713
CP01-R0923,923,924,976,SLAG,0.10386581,0.10388027,-0.00001446,-0.00142697
CP01-R0923,923,924,976,FLY_ASH,0.08793432,0.08794398,-0.00000966,-0.00076770
CP01-R0923,923,924,976,WATER,-0.14991842,-0.14985738,-0.00006104,-0.00151932
CP01-R0923,923,924,976,SUPERPLASTICIZER,0.29222460,0.29233891,-0.00011431,-0.00122358
CP01-R0923,923,924,976,COARSE_AGGREGATE,0.01808621,0.01811280,-0.00002659,-0.00283086
CP01-R0923,923,924,976,FINE_AGGREGATE,0.02019035,0.02021353,-0.00002318,-0.00216597
CP01-R0923,923,924,976,AGE,0.11422207,0.11422855,-0.00000648,-0.00119468
CP01-R0479,479,480,977,INTERCEPT,-23.33121358,-23.36910085,0.03788726,0.00142511
CP01-R0479,479,480,977,CEMENT,0.11980433,0.11980136,0.00000298,0.00035093
CP01-R0479,479,480,977,SLAG,0.10386581,0.10387583,-0.00001002,-0.00098894
CP01-R0479,479,480,977,FLY_ASH,0.08793432,0.08793619,-0.00000187,-0.00014857
CP01-R0479,479,480,977,WATER,-0.14991842,-0.14985313,-0.00006528,-0.00162491
CP01-R0479,479,480,977,SUPERPLASTICIZER,0.29222460,0.29226011,-0.00003551,-0.00038014
CP01-R0479,479,480,977,COARSE_AGGREGATE,0.01808621,0.01809704,-0.00001082,-0.00115225
CP01-R0479,479,480,977,FINE_AGGREGATE,0.02019035,0.02020885,-0.00001850,-0.00172892
CP01-R0479,479,480,977,AGE,0.11422207,0.11422824,-0.00000617,-0.00113719
CP01-R0192,192,193,978,INTERCEPT,-23.33121358,-23.25078340,-0.08043019,-0.00302534
CP01-R0192,192,193,978,CEMENT,0.11980433,0.11978597,0.00001836,0.00216302
CP01-R0192,192,193,978,SLAG,0.10386581,0.10384816,0.00001765,0.00174098
CP01-R0192,192,193,978,FLY_ASH,0.08793432,0.08790381,0.00003051,0.00242444
CP01-R0192,192,193,978,WATER,-0.14991842,-0.15005717,0.00013875,0.00345338
CP01-R0192,192,193,978,SUPERPLASTICIZER,0.29222460,0.29212839,0.00009621,0.00102981
CP01-R0192,192,193,978,COARSE_AGGREGATE,0.01808621,0.01806510,0.00002112,0.00224854
CP01-R0192,192,193,978,FINE_AGGREGATE,0.02019035,0.02015575,0.00003460,0.00323309
CP01-R0192,192,193,978,AGE,0.11422207,0.11422580,-0.00000373,-0.00068815
CP01-R0212,212,213,979,INTERCEPT,-23.33121358,-23.26083553,-0.07037806,-0.00264723
CP01-R0212,212,213,979,CEMENT,0.11980433,0.11978969,0.00001464,0.00172487
CP01-R0212,212,213,979,SLAG,0.10386581,0.10385199,0.00001382,0.00136314
CP01-R0212,212,213,979,FLY_ASH,0.08793432,0.08790453,0.00002980,0.00236784
CP01-R0212,212,213,979,WATER,-0.14991842,-0.15004077,0.00012235,0.00304517
CP01-R0212,212,213,979,SUPERPLASTICIZER,0.29222460,0.29210495,0.00011964,0.00128063
CP01-R0212,212,213,979,COARSE_AGGREGATE,0.01808621,0.01806068,0.00002554,0.00271922
CP01-R0212,212,213,979,FINE_AGGREGATE,0.02019035,0.02016877,0.00002158,0.00201614
CP01-R0212,212,213,979,AGE,0.11422207,0.11422646,-0.00000439,-0.00080847
CP01-R0196,196,197,980,INTERCEPT,-23.33121358,-23.28793216,-0.04328143,-0.00162801
CP01-R0196,196,197,980,CEMENT,0.11980433,0.11979820,0.00000613,0.00072253
CP01-R0196,196,197,980,SLAG,0.10386581,0.10385811,0.00000770,0.00075971
CP01-R0196,196,197,980,FLY_ASH,0.08793432,0.08791887,0.00001545,0.00122765
CP01-R0196,196,197,980,WATER,-0.14991842,-0.14996228,0.00004386,0.00109177
CP01-R0196,196,197,980,SUPERPLASTICIZER,0.29222460,0.29220121,0.00002338,0.00025030
CP01-R0196,196,197,980,COARSE_AGGREGATE,0.01808621,0.01807182,0.00001439,0.00153248
CP01-R0196,196,197,980,FINE_AGGREGATE,0.02019035,0.02016602,0.00002433,0.00227360
CP01-R0196,196,197,980,AGE,0.11422207,0.11422427,-0.00000220,-0.00040534
CP01-R0784,784,785,981,INTERCEPT,-23.33121358,-23.32429682,-0.00691677,-0.00026017
CP01-R0784,784,785,981,CEMENT,0.11980433,0.11980958,-0.00000524,-0.00061774
CP01-R0784,784,785,981,SLAG,0.10386581,0.10387656,-0.00001075,-0.00106105
CP01-R0784,784,785,981,FLY_ASH,0.08793432,0.08795078,-0.00001646,-0.00130832
CP01-R0784,784,785,981,WATER,-0.14991842,-0.14993133,0.00001291,0.00032133
CP01-R0784,784,785,981,SUPERPLASTICIZER,0.29222460,0.29218411,0.00004048,0.00043331
CP01-R0784,784,785,981,COARSE_AGGREGATE,0.01808621,0.01807675,0.00000946,0.00100771
CP01-R0784,784,785,981,FINE_AGGREGATE,0.02019035,0.02019196,-0.00000161,-0.00015012
CP01-R0784,784,785,981,AGE,0.11422207,0.11421780,0.00000426,0.00078560
CP01-R0421,421,422,982,INTERCEPT,-23.33121358,-23.29357986,-0.03763373,-0.00141557
CP01-R0421,421,422,982,CEMENT,0.11980433,0.11979488,0.00000946,0.00111423
CP01-R0421,421,422,982,SLAG,0.10386581,0.10384380,0.00002201,0.00217143
CP01-R0421,421,422,982,FLY_ASH,0.08793432,0.08790297,0.00003135,0.00249136
CP01-R0421,421,422,982,WATER,-0.14991842,-0.14995826,0.00003984,0.00099163
CP01-R0421,421,422,982,SUPERPLASTICIZER,0.29222460,0.29223332,-0.00000873,-0.00009341
CP01-R0421,421,422,982,COARSE_AGGREGATE,0.01808621,0.01806983,0.00001638,0.00174406
CP01-R0421,421,422,982,FINE_AGGREGATE,0.02019035,0.02017831,0.00001204,0.00112534
CP01-R0421,421,422,982,AGE,0.11422207,0.11422407,-0.00000200,-0.00036855
CP01-R0297,297,298,983,INTERCEPT,-23.33121358,-23.32270292,-0.00851067,-0.00032012
CP01-R0297,297,298,983,CEMENT,0.11980433,0.11981093,-0.00000659,-0.00077674
CP01-R0297,297,298,983,SLAG,0.10386581,0.10386772,-0.00000191,-0.00018880
CP01-R0297,297,298,983,FLY_ASH,0.08793432,0.08793284,0.00000148,0.00011757
CP01-R0297,297,298,983,WATER,-0.14991842,-0.14991369,-0.00000473,-0.00011771
CP01-R0297,297,298,983,SUPERPLASTICIZER,0.29222460,0.29210163,0.00012296,0.00131615
CP01-R0297,297,298,983,COARSE_AGGREGATE,0.01808621,0.01807417,0.00001204,0.00128217
CP01-R0297,297,298,983,FINE_AGGREGATE,0.02019035,0.02019111,-0.00000076,-0.00007089
CP01-R0297,297,298,983,AGE,0.11422207,0.11422132,0.00000075,0.00013728
CP01-R0426,426,427,984,INTERCEPT,-23.33121358,-23.33953587,0.00832228,0.00031304
CP01-R0426,426,427,984,CEMENT,0.11980433,0.11980404,0.00000030,0.00003476
CP01-R0426,426,427,984,SLAG,0.10386581,0.10385930,0.00000650,0.00064170
CP01-R0426,426,427,984,FLY_ASH,0.08793432,0.08791256,0.00002176,0.00172926
CP01-R0426,426,427,984,WATER,-0.14991842,-0.14987848,-0.00003994,-0.00099406
CP01-R0426,426,427,984,SUPERPLASTICIZER,0.29222460,0.29237652,-0.00015192,-0.00162615
CP01-R0426,426,427,984,COARSE_AGGREGATE,0.01808621,0.01808596,0.00000025,0.00002704
CP01-R0426,426,427,984,FINE_AGGREGATE,0.02019035,0.02019228,-0.00000193,-0.00018030
CP01-R0426,426,427,984,AGE,0.11422207,0.11422252,-0.00000045,-0.00008281
CP01-R0302,302,303,985,INTERCEPT,-23.33121358,-23.37921915,0.04800557,0.00180570
CP01-R0302,302,303,985,CEMENT,0.11980433,0.11981936,-0.00001502,-0.00176981
CP01-R0302,302,303,985,SLAG,0.10386581,0.10387722,-0.00001142,-0.00112622
CP01-R0302,302,303,985,FLY_ASH,0.08793432,0.08795771,-0.00002339,-0.00185897
CP01-R0302,302,303,985,WATER,-0.14991842,-0.14986240,-0.00005602,-0.00139433
CP01-R0302,302,303,985,SUPERPLASTICIZER,0.29222460,0.29226562,-0.00004102,-0.00043908
CP01-R0302,302,303,985,COARSE_AGGREGATE,0.01808621,0.01809904,-0.00001283,-0.00136578
CP01-R0302,302,303,985,FINE_AGGREGATE,0.02019035,0.02021561,-0.00002526,-0.00236007
CP01-R0302,302,303,985,AGE,0.11422207,0.11422159,0.00000048,0.00008838
CP01-R0301,301,302,986,INTERCEPT,-23.33121358,-23.28482952,-0.04638407,-0.00174471
CP01-R0301,301,302,986,CEMENT,0.11980433,0.11978989,0.00001445,0.00170208
CP01-R0301,301,302,986,SLAG,0.10386581,0.10385522,0.00001059,0.00104438
CP01-R0301,301,302,986,FLY_ASH,0.08793432,0.08791218,0.00002214,0.00175924
CP01-R0301,301,302,986,WATER,-0.14991842,-0.14997457,0.00005616,0.00139769
CP01-R0301,301,302,986,SUPERPLASTICIZER,0.29222460,0.29218269,0.00004190,0.00044850
CP01-R0301,301,302,986,COARSE_AGGREGATE,0.01808621,0.01807388,0.00001234,0.00131343
CP01-R0301,301,302,986,FINE_AGGREGATE,0.02019035,0.02016608,0.00002427,0.00226763
CP01-R0301,301,302,986,AGE,0.11422207,0.11422543,-0.00000337,-0.00062023
CP01-R0986,986,987,987,INTERCEPT,-23.33121358,-23.38068134,0.04946776,0.00186070
CP01-R0986,986,987,987,CEMENT,0.11980433,0.11981662,-0.00001228,-0.00144664
CP01-R0986,986,987,987,SLAG,0.10386581,0.10387811,-0.00001230,-0.00121334
CP01-R0986,986,987,987,FLY_ASH,0.08793432,0.08794348,-0.00000916,-0.00072777
CP01-R0986,986,987,987,WATER,-0.14991842,-0.14987333,-0.00004508,-0.00112216
CP01-R0986,986,987,987,SUPERPLASTICIZER,0.29222460,0.29228513,-0.00006053,-0.00064792
CP01-R0986,986,987,987,COARSE_AGGREGATE,0.01808621,0.01810710,-0.00002089,-0.00222406
CP01-R0986,986,987,987,FINE_AGGREGATE,0.02019035,0.02020919,-0.00001884,-0.00176017
CP01-R0986,986,987,987,AGE,0.11422207,0.11422731,-0.00000524,-0.00096576
CP01-R0822,822,823,988,INTERCEPT,-23.33121358,-23.33346164,0.00224805,0.00008456
CP01-R0822,822,823,988,CEMENT,0.11980433,0.11980800,-0.00000366,-0.00043142
CP01-R0822,822,823,988,SLAG,0.10386581,0.10387816,-0.00001235,-0.00121889
CP01-R0822,822,823,988,FLY_ASH,0.08793432,0.08794912,-0.00001480,-0.00117632
CP01-R0822,822,823,988,WATER,-0.14991842,-0.14994419,0.00002578,0.00064154
CP01-R0822,822,823,988,SUPERPLASTICIZER,0.29222460,0.29222045,0.00000415,0.00004439
CP01-R0822,822,823,988,COARSE_AGGREGATE,0.01808621,0.01808935,-0.00000313,-0.00033363
CP01-R0822,822,823,988,FINE_AGGREGATE,0.02019035,0.02019054,-0.00000019,-0.00001800
CP01-R0822,822,823,988,AGE,0.11422207,0.11423160,-0.00000953,-0.00175648
CP01-R0271,271,272,989,INTERCEPT,-23.33121358,-23.35912795,0.02791437,0.00104998
CP01-R0271,271,272,989,CEMENT,0.11980433,0.11980908,-0.00000474,-0.00055864
CP01-R0271,271,272,989,SLAG,0.10386581,0.10386931,-0.00000351,-0.00034585
CP01-R0271,271,272,989,FLY_ASH,0.08793432,0.08794997,-0.00001565,-0.00124349
CP01-R0271,271,272,989,WATER,-0.14991842,-0.14988454,-0.00003388,-0.00084335
CP01-R0271,271,272,989,SUPERPLASTICIZER,0.29222460,0.29225988,-0.00003528,-0.00037764
CP01-R0271,271,272,989,COARSE_AGGREGATE,0.01808621,0.01810078,-0.00001457,-0.00155100
CP01-R0271,271,272,989,FINE_AGGREGATE,0.02019035,0.02019779,-0.00000744,-0.00069549
CP01-R0271,271,272,989,AGE,0.11422207,0.11421798,0.00000408,0.00075242
CP01-R0423,423,424,990,INTERCEPT,-23.33121358,-23.36143411,0.03022052,0.00113673
CP01-R0423,423,424,990,CEMENT,0.11980433,0.11981214,-0.00000781,-0.00091980
CP01-R0423,423,424,990,SLAG,0.10386581,0.10388351,-0.00001770,-0.00174624
CP01-R0423,423,424,990,FLY_ASH,0.08793432,0.08795908,-0.00002475,-0.00196726
CP01-R0423,423,424,990,WATER,-0.14991842,-0.14988680,-0.00003162,-0.00078707
CP01-R0423,423,424,990,SUPERPLASTICIZER,0.29222460,0.29221187,0.00001272,0.00013621
CP01-R0423,423,424,990,COARSE_AGGREGATE,0.01808621,0.01809928,-0.00001306,-0.00139063
CP01-R0423,423,424,990,FINE_AGGREGATE,0.02019035,0.02020021,-0.00000985,-0.00092080
CP01-R0423,423,424,990,AGE,0.11422207,0.11422044,0.00000163,0.00029988
CP01-R0907,907,908,991,INTERCEPT,-23.33121358,-23.38467787,0.05346429,0.00201103
CP01-R0907,907,908,991,CEMENT,0.11980433,0.11981729,-0.00001296,-0.00152651
CP01-R0907,907,908,991,SLAG,0.10386581,0.10387878,-0.00001297,-0.00127981
CP01-R0907,907,908,991,FLY_ASH,0.08793432,0.08794671,-0.00001239,-0.00098431
CP01-R0907,907,908,991,WATER,-0.14991842,-0.14985492,-0.00006350,-0.00158043
CP01-R0907,907,908,991,SUPERPLASTICIZER,0.29222460,0.29223763,-0.00001304,-0.00013953
CP01-R0907,907,908,991,COARSE_AGGREGATE,0.01808621,0.01810636,-0.00002015,-0.00214525
CP01-R0907,907,908,991,FINE_AGGREGATE,0.02019035,0.02021132,-0.00002097,-0.00195974
CP01-R0907,907,908,991,AGE,0.11422207,0.11422441,-0.00000234,-0.00043128
CP01-R0943,943,944,992,INTERCEPT,-23.33121358,-23.35544403,0.02423044,0.00091142
CP01-R0943,943,944,992,CEMENT,0.11980433,0.11980820,-0.00000386,-0.00045489
CP01-R0943,943,944,992,SLAG,0.10386581,0.10386824,-0.00000243,-0.00023996
CP01-R0943,943,944,992,FLY_ASH,0.08793432,0.08794708,-0.00001275,-0.00101359
CP01-R0943,943,944,992,WATER,-0.14991842,-0.14988646,-0.00003196,-0.00079553
CP01-R0943,943,944,992,SUPERPLASTICIZER,0.29222460,0.29225720,-0.00003261,-0.00034905
CP01-R0943,943,944,992,COARSE_AGGREGATE,0.01808621,0.01810013,-0.00001392,-0.00148167
CP01-R0943,943,944,992,FINE_AGGREGATE,0.02019035,0.02019303,-0.00000268,-0.00025018
CP01-R0943,943,944,992,AGE,0.11422207,0.11422432,-0.00000225,-0.00041521
CP01-R0910,910,911,993,INTERCEPT,-23.33121358,-23.35582657,0.02461298,0.00092580
CP01-R0910,910,911,993,CEMENT,0.11980433,0.11981817,-0.00001384,-0.00162994
CP01-R0910,910,911,993,SLAG,0.10386581,0.10387099,-0.00000518,-0.00051133
CP01-R0910,910,911,993,FLY_ASH,0.08793432,0.08795364,-0.00001932,-0.00153560
CP01-R0910,910,911,993,WATER,-0.14991842,-0.14988003,-0.00003839,-0.00095541
CP01-R0910,910,911,993,SUPERPLASTICIZER,0.29222460,0.29226201,-0.00003742,-0.00040049
CP01-R0910,910,911,993,COARSE_AGGREGATE,0.01808621,0.01809289,-0.00000667,-0.00071030
CP01-R0910,910,911,993,FINE_AGGREGATE,0.02019035,0.02019685,-0.00000650,-0.00060743
CP01-R0910,910,911,993,AGE,0.11422207,0.11422405,-0.00000198,-0.00036525
CP01-R0609,609,610,994,INTERCEPT,-23.33121358,-23.34789265,0.01667906,0.00062737
CP01-R0609,609,610,994,CEMENT,0.11980433,0.11981470,-0.00001037,-0.00122163
CP01-R0609,609,610,994,SLAG,0.10386581,0.10387953,-0.00001372,-0.00135390
CP01-R0609,609,610,994,FLY_ASH,0.08793432,0.08795247,-0.00001815,-0.00144258
CP01-R0609,609,610,994,WATER,-0.14991842,-0.14990282,-0.00001560,-0.00038835
CP01-R0609,609,610,994,SUPERPLASTICIZER,0.29222460,0.29225462,-0.00003003,-0.00032139
CP01-R0609,609,610,994,COARSE_AGGREGATE,0.01808621,0.01809413,-0.00000791,-0.00084257
CP01-R0609,609,610,994,FINE_AGGREGATE,0.02019035,0.02019134,-0.00000099,-0.00009249
CP01-R0609,609,610,994,AGE,0.11422207,0.11421890,0.00000317,0.00058327
CP01-R0207,207,208,995,INTERCEPT,-23.33121358,-23.36628671,0.03507312,0.00131926
CP01-R0207,207,208,995,CEMENT,0.11980433,0.11980981,-0.00000548,-0.00064503
CP01-R0207,207,208,995,SLAG,0.10386581,0.10387132,-0.00000551,-0.00054365
CP01-R0207,207,208,995,FLY_ASH,0.08793432,0.08795076,-0.00001644,-0.00130650
CP01-R0207,207,208,995,WATER,-0.14991842,-0.14986844,-0.00004998,-0.00124406
CP01-R0207,207,208,995,SUPERPLASTICIZER,0.29222460,0.29227548,-0.00005089,-0.00054471
CP01-R0207,207,208,995,COARSE_AGGREGATE,0.01808621,0.01810210,-0.00001589,-0.00169146
CP01-R0207,207,208,995,FINE_AGGREGATE,0.02019035,0.02020073,-0.00001038,-0.00097001
CP01-R0207,207,208,995,AGE,0.11422207,0.11422013,0.00000194,0.00035725
CP01-R0873,873,874,996,INTERCEPT,-23.33121358,-23.32950080,-0.00171278,-0.00006443
CP01-R0873,873,874,996,CEMENT,0.11980433,0.11980590,-0.00000156,-0.00018388
CP01-R0873,873,874,996,SLAG,0.10386581,0.10386765,-0.00000184,-0.00018134
CP01-R0873,873,874,996,FLY_ASH,0.08793432,0.08793427,0.00000005,0.00000389
CP01-R0873,873,874,996,WATER,-0.14991842,-0.14996191,0.00004349,0.00108242
CP01-R0873,873,874,996,SUPERPLASTICIZER,0.29222460,0.29210536,0.00011923,0.00127624
CP01-R0873,873,874,996,COARSE_AGGREGATE,0.01808621,0.01809180,-0.00000559,-0.00059506
CP01-R0873,873,874,996,FINE_AGGREGATE,0.02019035,0.02019062,-0.00000027,-0.00002483
CP01-R0873,873,874,996,AGE,0.11422207,0.11422624,-0.00000417,-0.00076784
CP01-R0759,759,760,997,INTERCEPT,-23.33121358,-23.32356847,-0.00764512,-0.00028757
CP01-R0759,759,760,997,CEMENT,0.11980433,0.11980156,0.00000278,0.00032730
CP01-R0759,759,760,997,SLAG,0.10386581,0.10385449,0.00001132,0.00111646
CP01-R0759,759,760,997,FLY_ASH,0.08793432,0.08792173,0.00001259,0.00100033
CP01-R0759,759,760,997,WATER,-0.14991842,-0.14990561,-0.00001281,-0.00031875
CP01-R0759,759,760,997,SUPERPLASTICIZER,0.29222460,0.29221066,0.00001394,0.00014921
CP01-R0759,759,760,997,COARSE_AGGREGATE,0.01808621,0.01808195,0.00000427,0.00045417
CP01-R0759,759,760,997,FINE_AGGREGATE,0.02019035,0.02018703,0.00000332,0.00031032
CP01-R0759,759,760,997,AGE,0.11422207,0.11421379,0.00000828,0.00152483
CP01-R0519,519,520,998,INTERCEPT,-23.33121358,-23.37672120,0.04550762,0.00171175
CP01-R0519,519,520,998,CEMENT,0.11980433,0.11981751,-0.00001318,-0.00155218
CP01-R0519,519,520,998,SLAG,0.10386581,0.10388011,-0.00001430,-0.00141084
CP01-R0519,519,520,998,FLY_ASH,0.08793432,0.08796296,-0.00002864,-0.00227625
CP01-R0519,519,520,998,WATER,-0.14991842,-0.14984381,-0.00007461,-0.00185694
CP01-R0519,519,520,998,SUPERPLASTICIZER,0.29222460,0.29218950,0.00003510,0.00037565
CP01-R0519,519,520,998,COARSE_AGGREGATE,0.01808621,0.01809760,-0.00001139,-0.00121268
CP01-R0519,519,520,998,FINE_AGGREGATE,0.02019035,0.02020990,-0.00001955,-0.00182641
CP01-R0519,519,520,998,AGE,0.11422207,0.11422286,-0.00000080,-0.00014665
CP01-R0973,973,974,999,INTERCEPT,-23.33121358,-23.35356149,0.02234790,0.00084060
CP01-R0973,973,974,999,CEMENT,0.11980433,0.11981728,-0.00001294,-0.00152477
CP01-R0973,973,974,999,SLAG,0.10386581,0.10387100,-0.00000519,-0.00051253
CP01-R0973,973,974,999,FLY_ASH,0.08793432,0.08795263,-0.00001831,-0.00145530
CP01-R0973,973,974,999,WATER,-0.14991842,-0.14988499,-0.00003343,-0.00083196
CP01-R0973,973,974,999,SUPERPLASTICIZER,0.29222460,0.29224522,-0.00002063,-0.00022079
CP01-R0973,973,974,999,COARSE_AGGREGATE,0.01808621,0.01809221,-0.00000600,-0.00063861
CP01-R0973,973,974,999,FINE_AGGREGATE,0.02019035,0.02019653,-0.00000618,-0.00057746
CP01-R0973,973,974,999,AGE,0.11422207,0.11422391,-0.00000184,-0.00033855
CP01-R1030,1030,1031,1000,INTERCEPT,-23.33121358,-23.33098399,-0.00022960,-0.00000864
CP01-R1030,1030,1031,1000,CEMENT,0.11980433,0.11980567,-0.00000134,-0.00015737
CP01-R1030,1030,1031,1000,SLAG,0.10386581,0.10386733,-0.00000152,-0.00014988
