row_id,source_record,source_line,fitted_mpa,residual_mpa,leverage,internal_standardized_residual,deleted_studentized_residual,deleted_residual_mpa,cook_distance,leverage_screen_2p_over_n,cook_screen_4_over_n,screen_union
CP01-R0672,672,673,25.98000389,-5.56000389,0.00410435,-0.53576044,-0.53557329,-5.58291811,0.00013144,false,false,false
CP01-R0673,673,674,15.42482084,-8.48482084,0.00597133,-0.81836244,-0.81822997,-8.53579088,0.00044701,false,false,false
CP01-R0674,674,675,19.78258513,-4.75258513,0.00414205,-0.45796646,-0.45778915,-4.77235247,0.00009693,false,false,false
CP01-R0675,675,676,25.52311561,-11.95311561,0.00420788,-1.15185880,-1.15204335,-12.00362547,0.00062295,false,false,false
CP01-R0676,676,677,24.70691767,7.82308233,0.00434476,0.75392106,0.75376160,7.85722003,0.00027559,false,false,false
CP01-R0677,677,678,24.55927932,-8.80927932,0.00722344,-0.85019214,-0.85007665,-8.87337559,0.00058436,false,false,false
CP01-R0678,678,679,11.85729856,-4.17729856,0.01180724,-0.40408911,-0.40392347,-4.22721026,0.00021678,false,false,false
CP01-R0679,679,680,36.87753772,1.92246228,0.00553525,0.18538116,0.18529347,1.93316283,0.00002125,false,false,false
CP01-R0680,680,681,22.18124856,10.81875144,0.00362372,1.04224043,1.04228451,10.85809812,0.00043896,false,false,false
CP01-R0681,681,682,14.25596199,3.02403801,0.01154279,0.29248983,0.29235881,3.05935146,0.00011100,false,false,false
CP01-R0682,682,683,18.28037255,5.99962745,0.00548767,0.57852438,0.57833579,6.03273312,0.00020520,false,false,false
CP01-R0683,683,684,17.62514944,6.42485056,0.00445004,0.61920430,0.61901724,6.45356924,0.00019043,false,false,false
CP01-R0684,684,685,28.58847260,8.00152740,0.00768110,0.77241328,0.77226059,8.06346368,0.00051313,false,false,false
CP01-R0685,685,686,42.35509422,8.37490578,0.01011673,0.80945070,0.80931392,8.46049836,0.00074404,false,false,false
CP01-R0686,686,687,19.10804093,-5.44804093,0.00738321,-0.52583806,-0.52565167,-5.48856414,0.00022852,false,false,false
CP01-R0687,687,688,34.41655308,-20.27655308,0.00699522,-1.95668503,-1.95940378,-20.41939114,0.00299674,false,false,false
CP01-R0688,688,689,35.46043555,12.31956445,0.00392268,1.18700157,1.18723961,12.36808047,0.00061652,false,false,false
CP01-R0689,689,690,10.45576593,-8.12576593,0.00802733,-0.78454330,-0.78439547,-8.19152194,0.00055343,false,false,false
CP01-R0690,690,691,24.69616344,-7.80616344,0.00719082,-0.75336808,-0.75320843,-7.86270274,0.00045676,false,false,false
CP01-R0691,691,692,34.47887428,-10.95887428,0.00589401,-1.05694421,-1.05700490,-11.02384900,0.00073594,false,false,false
CP01-R0692,692,693,19.32569685,-12.51569685,0.00426802,-1.20610821,-1.20637713,-12.56934308,0.00069281,false,false,false
CP01-R0693,693,694,29.26301679,10.43698321,0.00349497,1.00539727,1.00540260,10.47358807,0.00039391,false,false,false
CP01-R0694,694,695,15.10912240,2.85087760,0.01010631,0.27554134,0.27541661,2.87998362,0.00008613,false,false,false
CP01-R0695,695,696,28.37866732,4.50133268,0.00370377,0.43365997,0.43348747,4.51806654,0.00007768,false,false,false
CP01-R0696,696,697,17.41136796,4.93863204,0.00876483,0.47700264,0.47682212,4.98230105,0.00022355,false,false,false
CP01-R0697,697,698,15.22648600,-4.43648600,0.00496044,-0.42768243,-0.42751123,-4.45860262,0.00010132,false,false,false
CP01-R0698,698,699,10.91265420,-3.19265420,0.00791944,-0.30823424,-0.30809759,-3.21814008,0.00008427,false,false,false
CP01-R0699,699,700,35.59320010,6.08679990,0.01042210,0.58839164,0.58820316,6.15090527,0.00040513,false,false,false
CP01-R0700,700,701,32.73764839,-23.17764839,0.01089946,-2.24105036,-2.24548219,-23.43305602,0.00614929,false,true,true
CP01-R0701,701,702,18.65115266,-11.77115266,0.00746363,-1.13618288,-1.13634494,-11.85966889,0.00107859,false,false,false
CP01-R0702,702,703,43.95930595,6.57069405,0.00587763,0.63371471,0.63352890,6.60954251,0.00026382,false,false,false
CP01-R0703,703,704,20.19691673,-3.02691673,0.00436506,-0.29171105,-0.29158031,-3.04018734,0.00004145,false,false,false
CP01-R0704,704,705,22.59558016,7.84441984,0.00397144,0.75583569,0.75567690,7.87569767,0.00025310,false,false,false
CP01-R0705,705,706,25.49812204,-15.76812204,0.00455681,-1.51975716,-1.52073377,-15.84030335,0.00117476,false,false,false
CP01-R0706,706,707,13.77649893,-10.45649893,0.00673963,-1.00892111,-1.00892997,-10.52745000,0.00076744,false,false,false
CP01-R0707,707,708,22.19089063,4.12910937,0.01054233,0.39917216,0.39900776,4.17310361,0.00018863,false,false,false
CP01-R0708,708,709,29.67734840,13.57265160,0.00421089,1.30792692,1.30838280,13.63004617,0.00080377,false,false,false
CP01-R0709,709,710,14.55581625,-8.27581625,0.00912169,-0.79947179,-0.79933041,-8.35200061,0.00065376,false,false,false
CP01-R0710,710,711,25.36214078,6.73785922,0.00575733,0.64979774,0.64961379,6.77687592,0.00027167,false,false,false
CP01-R0711,711,712,28.35367374,8.60632626,0.00391077,0.82922263,0.82909568,8.64011577,0.00029996,false,false,false
CP01-R0712,712,713,44.35387302,10.24612698,0.00627598,0.98839219,0.98838101,10.31083756,0.00068554,false,false,false
CP01-R0713,713,714,32.87466255,-11.39466255,0.00966579,-1.10106522,-1.10117984,-11.50587596,0.00131474,false,false,false
CP01-R0714,714,715,24.23927517,-14.54927517,0.00726982,-1.40419755,-1.40486693,-14.65582033,0.00160438,false,false,false
CP01-R0715,715,716,12.71045896,-4.34045896,0.01043336,-0.41958079,-0.41941142,-4.38622199,0.00020624,false,false,false
CP01-R0716,716,717,28.07693956,11.58306044,0.00595806,1.11718072,1.11731661,11.65248669,0.00083120,false,false,false
CP01-R0717,717,718,15.01270453,-4.92270453,0.00904171,-0.47553069,-0.47535040,-4.96762032,0.00022925,false,false,false
CP01-R0718,718,719,18.13961962,-13.30961962,0.00637228,-1.28397409,-1.28438250,-13.39497614,0.00117474,false,false,false
CP01-R0719,719,720,14.23338720,-3.88338720,0.00663006,-0.37467753,-0.37451975,-3.90930615,0.00010411,false,false,false
CP01-R0720,720,721,34.03971099,9.53028901,0.00697605,0.91966292,0.91959340,9.59723988,0.00066018,false,false,false
CP01-R0721,721,722,42.67496834,9.18503166,0.01070739,0.88801590,0.88792388,9.28444383,0.00094833,false,false,false
CP01-R0722,722,723,20.42770063,-8.57770063,0.00490490,-0.82687727,-0.82674911,-8.61998075,0.00037446,false,false,false
CP01-R0723,723,724,20.88458891,-3.64458891,0.00478238,-0.35131119,-0.35116033,-3.66210248,0.00006590,false,false,false
CP01-R0724,724,725,23.28325234,4.54674766,0.00428217,0.43816247,0.43798902,4.56630135,0.00009174,false,false,false
CP01-R0725,725,726,30.36502057,5.39497943,0.00420694,0.51988551,0.51969964,5.41777167,0.00012687,false,false,false
CP01-R0726,726,727,33.79168262,4.90831738,0.00492226,0.47315845,0.47297853,4.93259691,0.00012305,false,false,false
CP01-R0727,727,728,22.99699929,-8.68699929,0.00544427,-0.83764054,-0.83751806,-8.73455253,0.00042676,false,false,false
CP01-R0728,728,729,23.45388756,-6.01388756,0.00532516,-0.57985206,-0.57966348,-6.04608391,0.00020001,false,false,false
CP01-R0729,729,730,25.85255100,5.88744900,0.00484282,0.56752341,0.56733491,5.91609960,0.00017415,false,false,false
CP01-R0730,730,731,32.93431923,4.97568077,0.00482035,0.47962767,0.47944675,4.99978147,0.00012381,false,false,false
CP01-R0731,731,732,36.36098128,3.01901872,0.00556120,0.29112482,0.29099430,3.03590198,0.00005266,false,false,false
CP01-R0732,732,733,25.47186576,-9.60186576,0.00789263,-0.92699791,-0.92693400,-9.67825265,0.00075959,false,false,false
CP01-R0733,733,734,25.92875403,-16.91875403,0.00777842,-1.63330205,-1.63463889,-17.05138685,0.00232366,false,false,false
CP01-R0734,734,735,28.32741747,5.28258253,0.00732178,0.50985245,0.50966759,5.32154575,0.00021304,false,false,false
CP01-R0735,735,736,35.40918570,5.25081430,0.00737521,0.50679995,0.50661543,5.28982789,0.00021204,false,false,false
CP01-R0736,736,737,38.83584775,2.02415225,0.00815278,0.19544441,0.19535233,2.04079037,0.00003489,false,false,false
CP01-R0737,737,738,14.26560793,-2.21560793,0.00784542,-0.21389750,-0.21379751,-2.23312776,0.00004020,false,false,false
CP01-R0738,738,739,16.66427136,0.87572864,0.00731691,0.08452140,0.08448030,0.88218350,0.00000585,false,false,false
CP01-R0739,739,740,20.28595208,-1.37595208,0.00579242,-0.13269887,-0.13263502,-1.38396861,0.00001140,false,false,false
CP01-R0740,740,741,22.68461551,2.49538449,0.00526161,0.24059439,0.24048336,2.50858368,0.00003402,false,false,false
CP01-R0741,741,742,18.79478339,12.16521661,0.01272573,1.17734407,1.17756699,12.32202337,0.00198522,false,false,false
CP01-R0742,742,743,40.07468861,3.81531139,0.00839017,0.36843599,0.36828000,3.84759335,0.00012762,false,false,false
CP01-R0743,743,744,47.15645685,7.12354315,0.00803213,0.68778028,0.68760269,7.18122369,0.00042559,false,false,false
CP01-R0744,744,745,33.17388027,3.76611973,0.00475703,0.36302123,0.36286683,3.78412092,0.00006999,false,false,false
CP01-R0745,745,746,18.84304582,-4.34304582,0.00627979,-0.41895253,-0.41878331,-4.37049159,0.00012324,false,false,false
CP01-R0746,746,747,21.39162768,1.04837232,0.00579798,0.10110688,0.10105786,1.05448621,0.00000662,false,false,false
CP01-R0747,747,748,39.42516879,-26.78516879,0.01633804,-2.59701174,-2.60435575,-27.23005446,0.01244685,false,true,true
CP01-R0748,748,749,39.65361293,-13.59361293,0.01625977,-1.31794458,-1.31842096,-13.81829522,0.00318996,false,false,false
CP01-R0749,749,750,40.11050120,-6.90050120,0.01610977,-0.66897483,-0.66879373,-7.01348685,0.00081418,false,false,false
CP01-R0750,750,751,40.91005568,-3.97005568,0.01586824,-0.38483312,-0.38467251,-4.03406925,0.00026532,false,false,false
CP01-R0751,751,752,42.50916464,1.58083536,0.01546525,0.15320523,0.15313194,1.60566741,0.00004097,false,false,false
CP01-R0752,752,753,48.95047190,3.65952810,0.01553345,0.35467214,0.35452024,3.71727014,0.00022054,false,false,false
CP01-R0753,753,754,49.75002638,10.00997362,0.01535074,0.97005111,0.97002306,10.16602967,0.00163003,false,false,false
CP01-R0754,754,755,51.34913533,15.96086467,0.01506538,1.54651871,1.54757485,16.20499914,0.00406481,false,true,true
CP01-R0755,755,756,58.43090357,11.22909643,0.01508503,1.08804763,1.08814570,11.40108212,0.00201466,false,false,false
CP01-R0756,756,757,68.71088971,2.90911029,0.01883948,0.28241816,0.28229085,2.96496877,0.00017017,true,false,true
CP01-R0757,757,758,78.99087586,-4.82087586,0.02700622,-0.46997351,-0.46979412,-4.95468312,0.00068117,true,false,true
CP01-R0758,758,759,22.22991420,-4.09991420,0.00508185,-0.39526063,-0.39509724,-4.12085577,0.00008867,false,false,false
CP01-R0759,759,760,23.02946868,-0.49946868,0.00483767,-0.04814639,-0.04812286,-0.50189669,0.00000125,false,false,false
CP01-R0760,760,761,24.62857764,2.71142236,0.00442937,0.26131456,0.26119529,2.72348569,0.00003376,false,false,false
CP01-R0761,761,762,27.82679555,2.15320445,0.00393309,0.20746435,0.20736710,2.16170663,0.00001888,false,false,false
CP01-R0762,762,763,31.71034587,-0.36034587,0.00390459,-0.03471935,-0.03470236,-0.36175839,0.00000053,false,false,false
CP01-R0763,763,764,41.99033202,-9.27033202,0.00686874,-0.89452901,-0.89444140,-9.33444794,0.00061492,false,false,false
CP01-R0764,764,765,27.89937270,-21.62937270,0.00829633,-2.08860075,-2.09205164,-21.81031833,0.00405483,false,true,true
CP01-R0765,765,766,28.12781683,-13.42781683,0.00822598,-1.29658654,-1.29701968,-13.53918998,0.00154930,false,false,false
CP01-R0766,766,767,28.58470510,-5.36470510,0.00809182,-0.51797951,-0.51779383,-5.40846947,0.00024320,false,false,false
CP01-R0767,767,768,29.38425958,-1.46425958,0.00787801,-0.14136373,-0.14129587,-1.47588663,0.00001763,false,false,false
CP01-R0768,768,769,30.98336854,0.36663146,0.00753047,0.03538943,0.03537212,0.36941332,0.00000106,false,false,false
CP01-R0769,769,770,42.44501468,-3.44501468,0.00755535,-0.33253732,-0.33239243,-3.47124112,0.00009354,false,false,false
CP01-R0770,770,771,63.00498698,-21.76498698,0.02786616,-2.12274510,-2.12640279,-22.38887911,0.01435173,true,true,true
CP01-R0771,771,772,25.24851877,-10.25851877,0.00673221,-0.98981481,-0.98980497,-10.32804940,0.00073783,false,false,false
CP01-R0772,772,773,22.22770860,-8.70770860,0.00479340,-0.83936282,-0.83924127,-8.74964913,0.00037704,false,false,false
CP01-R0773,773,774,29.20570708,-5.20570708,0.00513397,-0.50188000,-0.50169605,-5.23257092,0.00014443,false,false,false
CP01-R0774,774,775,31.60437051,5.81562949,0.00459907,0.56053169,0.56034335,5.84249956,0.00016130,false,false,false
CP01-R0775,775,776,31.27179062,-19.80179062,0.01232029,-1.91601482,-1.91852852,-20.04879763,0.00508815,false,true,true
CP01-R0776,776,777,21.24170926,1.19829074,0.00575535,0.11556280,0.11550694,1.20522725,0.00000859,false,false,false
CP01-R0777,777,778,24.90479110,-3.74479110,0.00521490,-0.36104840,-0.36089458,-3.76442217,0.00007593,false,false,false
CP01-R0778,778,779,27.30345454,4.53654546,0.00468742,0.43726829,0.43709503,4.55791030,0.00010005,false,false,false
CP01-R0779,779,780,19.93625565,-5.13625565,0.00634901,-0.49548688,-0.49530373,-5.16907416,0.00017430,false,false,false
CP01-R0780,780,781,22.33491909,2.84508091,0.00580225,0.27438521,0.27426092,2.86168513,0.00004882,false,false,false
CP01-R0781,781,782,16.79610357,0.74389643,0.00735903,0.07179907,0.07176409,0.74941137,0.00000425,false,false,false
CP01-R0782,782,783,19.21524909,-5.01524909,0.00578294,-0.48367581,-0.48349428,-5.04442066,0.00015119,false,false,false
CP01-R0783,783,784,21.61391252,0.03608748,0.00521023,0.00347931,0.00347761,0.03627649,0.00000001,false,false,false
CP01-R0784,784,785,28.69568075,0.69431925,0.00492096,0.06693186,0.06689922,0.69775286,0.00000246,false,false,false
CP01-R0785,785,786,20.43717333,-6.91717333,0.01463845,-0.67009028,-0.66990937,-7.01993430,0.00074118,false,false,false
CP01-R0786,786,787,22.68459687,-6.42459687,0.00466734,-0.61924744,-0.61906037,-6.45472324,0.00019980,false,false,false
CP01-R0787,787,788,25.08326030,6.36673970,0.00414852,0.61351089,0.61332343,6.39326229,0.00017422,false,false,false
CP01-R0788,788,789,32.16502854,5.06497146,0.00401836,0.48803818,0.48785603,5.08540647,0.00010677,false,false,false
CP01-R0789,789,790,25.70540704,-7.57540704,0.00661528,-0.73088610,-0.73071927,-7.62585420,0.00039526,false,false,false
CP01-R0790,790,791,28.10407048,4.61592952,0.00614437,0.44524596,0.44507107,4.64446686,0.00013618,false,false,false
CP01-R0791,791,792,35.18583871,4.30416129,0.00615566,0.41517559,0.41500726,4.33082033,0.00011863,false,false,false
CP01-R0792,792,793,45.46582486,-4.41582486,0.00989796,-0.42675078,-0.42657979,-4.45996946,0.00020229,false,false,false
CP01-R0793,793,794,66.02579715,-23.89579715,0.03061942,-2.33387090,-2.33897516,-24.65058369,0.01911674,true,true,true
CP01-R0794,794,795,18.12685537,0.00314463,0.00531030,0.00030320,0.00030305,0.00316142,0.00000000,false,false,false
CP01-R0795,795,796,37.08771871,-10.34771871,0.00756730,-0.99884143,-0.99884029,-10.42662007,0.00084526,false,false,false
CP01-R0796,796,797,64.51512999,-2.59512999,0.01748491,-0.25176304,-0.25164752,-2.64131310,0.00012533,true,false,true
CP01-R0797,797,798,49.59093287,-2.37093287,0.01496397,-0.22971834,-0.22961175,-2.40695040,0.00008907,false,false,false
CP01-R0798,798,799,59.87091902,-8.83091902,0.01796223,-0.85692788,-0.85681630,-8.99244335,0.00149238,true,false,true
CP01-R0799,799,800,70.15090516,-14.99090516,0.02537277,-1.46019565,-1.46100672,-15.38116805,0.00616750,true,true,true
CP01-R0800,800,801,48.49358363,-6.85358363,0.01564985,-0.66427112,-0.66408926,-6.96254641,0.00077949,false,false,false
CP01-R0801,801,802,15.84714556,-2.13714556,0.00728862,-0.20626477,-0.20616803,-2.15283677,0.00003471,false,false,false
CP01-R0802,802,803,18.24580899,1.44419101,0.00676319,0.13934799,0.13928105,1.45402486,0.00001469,false,false,false
CP01-R0803,803,804,27.14067861,4.50932139,0.00483904,0.43467733,0.43450461,4.53124829,0.00010208,false,false,false
CP01-R0804,804,805,27.61554765,-8.50554765,0.00866855,-0.82147680,-0.82134589,-8.57992316,0.00065566,false,false,false
CP01-R0805,805,806,30.47109936,9.10890064,0.00790779,0.87941205,0.87931436,9.18150608,0.00068493,false,false,false
CP01-R0806,806,807,37.55286759,11.23713241,0.00749024,1.08465237,1.08474621,11.32193638,0.00098651,false,false,false
CP01-R0807,807,808,29.35562550,-5.35562550,0.00527406,-0.51636993,-0.51618440,-5.38402117,0.00015708,false,false,false
CP01-R0808,808,809,31.75428893,5.66571107,0.00474408,0.54612179,0.54593402,5.69271776,0.00015796,false,false,false
CP01-R0809,809,810,15.69722714,-4.22722714,0.00722632,-0.40797441,-0.40780781,-4.25799678,0.00013461,false,false,false
CP01-R0810,810,811,18.24580899,1.44419101,0.00676319,0.13934799,0.13928105,1.45402486,0.00001469,false,false,false
CP01-R0811,811,812,20.52877490,-5.53877490,0.00514627,-0.53399423,-0.53380721,-5.56742636,0.00016389,false,false,false
CP01-R0812,812,813,22.92743834,4.99256166,0.00464525,0.48121256,0.48103140,5.01586159,0.00012008,false,false,false
CP01-R0813,813,814,30.00920657,4.67079343,0.00456764,0.45018109,0.45000524,4.69222583,0.00010333,false,false,false
CP01-R0814,814,815,40.28919272,-2.95919272,0.00818091,-0.28573240,-0.28560385,-2.98360129,0.00007482,false,false,false
CP01-R0815,815,816,60.84916501,-22.73916501,0.02864429,-2.21864506,-2.22292328,-23.40971988,0.01612846,true,true,true
CP01-R0816,816,817,44.29782390,-10.49782390,0.01509600,-1.01719636,-1.01721366,-10.65872810,0.00176212,false,false,false
CP01-R0817,817,818,44.75471218,-2.33471218,0.01496151,-0.22620865,-0.22610351,-2.37017356,0.00008636,false,false,false
CP01-R0818,818,819,45.55426665,2.84573335,0.01474713,0.27569114,0.27556636,2.88832790,0.00012640,false,false,false
CP01-R0819,819,820,47.15337561,8.78662439,0.01439844,0.85108676,0.85097178,8.91498628,0.00117576,false,false,false
CP01-R0820,820,821,54.23514384,4.54485616,0.01413761,0.44016394,0.43999008,4.61003096,0.00030871,false,false,false
CP01-R0821,821,822,74.79511614,-7.68511614,0.02524449,-0.74852283,-0.74836154,-7.88414740,0.00161227,true,false,true
CP01-R0822,822,823,20.17970609,0.59029391,0.00499198,0.05690592,0.05687814,0.59325543,0.00000181,false,false,false
CP01-R0823,823,824,21.77881505,3.40118495,0.00459545,0.32781808,0.32767475,3.41688708,0.00005513,false,false,false
CP01-R0824,824,825,39.14056943,-9.55056943,0.00716249,-0.92170649,-0.92163851,-9.61946882,0.00068097,false,false,false
CP01-R0825,825,826,19.72596433,2.02403567,0.00492106,0.19511554,0.19502360,2.03404534,0.00002092,false,false,false
CP01-R0826,826,827,33.32379869,5.76620131,0.00490758,0.55585377,0.55566558,5.79463896,0.00016931,false,false,false
CP01-R0827,827,828,37.21913691,-12.82913691,0.00912693,-1.23934121,-1.23966695,-12.94730609,0.00157198,false,false,false
CP01-R0828,828,829,52.41391735,-1.90391735,0.02627930,-0.18553821,-0.18545045,-1.95530130,0.00010323,true,false,true
CP01-R0829,829,830,54.81258078,20.17741922,0.02625627,1.96628173,1.96905026,20.72148819,0.01158343,true,true,true
CP01-R0830,830,831,31.91664222,5.25335778,0.00651254,0.50682526,0.50664073,5.28779478,0.00018710,false,false,false
CP01-R0831,831,832,40.85825824,-7.09825824,0.01128124,-0.68646417,-0.68628631,-7.17924910,0.00059742,false,false,false
CP01-R0832,832,833,23.04121337,-6.54121337,0.01273915,-0.63305993,-0.63287405,-6.62561812,0.00057459,false,false,false
CP01-R0833,833,834,21.88741062,-1.89741062,0.00694145,-0.18309495,-0.18300827,-1.91067346,0.00002604,false,false,false
CP01-R0834,834,835,39.96767694,-3.61767694,0.01119450,-0.34984592,-0.34969551,-3.65863351,0.00015396,false,false,false
CP01-R0835,835,836,52.53723396,-18.84723396,0.01451638,-1.82568304,-1.82777464,-19.12485765,0.00545528,false,true,true
CP01-R0836,836,837,28.17622413,-12.75622413,0.01190749,-1.23403024,-1.23434663,-12.90994918,0.00203907,false,false,false
CP01-R0837,837,838,31.26413688,2.15586312,0.00624181,0.20796167,0.20786420,2.16940413,0.00003018,false,false,false
CP01-R0838,838,839,31.29518986,7.75481014,0.00688003,0.74829488,0.74813352,7.80853306,0.00043101,false,false,false
CP01-R0839,839,840,34.51314142,-6.83314142,0.00773362,-0.65964266,-0.65946008,-6.88639822,0.00037682,false,false,false
CP01-R0840,840,841,26.72324697,0.13675303,0.00863839,0.01320758,0.01320112,0.13794465,0.00000017,false,false,false
CP01-R0841,841,842,42.35895284,2.94104716,0.00410334,0.28339835,0.28327067,2.95316500,0.00003677,false,false,false
CP01-R0842,842,843,30.31787183,-0.19787183,0.00645597,-0.01908943,-0.01908008,-0.19915758,0.00000026,false,false,false
CP01-R0843,843,844,26.11808306,-10.54808306,0.00889668,-1.01886476,-1.01888378,-10.64276840,0.00103538,false,false,false
CP01-R0844,844,845,34.60449061,10.00550939,0.00602518,0.96505925,0.96502677,10.06615979,0.00062728,false,false,false
CP01-R0845,845,846,39.93140613,13.58859387,0.00677523,1.31115252,1.31161496,13.68128774,0.00130299,false,false,false
CP01-R0846,846,847,39.69715033,17.51284967,0.00401634,1.68745879,1.68898911,17.58347079,0.00127586,false,false,false
CP01-R0847,847,848,46.73658791,19.17341209,0.00634922,1.84963052,1.85182963,19.29592618,0.00242892,false,false,false
CP01-R0848,848,849,43.62275260,9.19724740,0.00737788,0.88770437,0.88761214,9.26560794,0.00065079,false,false,false
CP01-R0849,849,850,31.74757958,1.65242042,0.00461666,0.15926775,0.15919171,1.66008447,0.00001307,false,false,false
CP01-R0850,850,851,22.26737431,-4.23737431,0.00995622,-0.40951715,-0.40935017,-4.27998680,0.00018739,false,false,false
CP01-R0851,851,852,32.60200377,4.75799623,0.01153506,0.46019927,0.46002156,4.81352049,0.00027460,false,false,false
CP01-R0852,852,853,33.51053368,-0.67053368,0.00981963,-0.06479864,-0.06476703,-0.67718337,0.00000463,false,false,false
CP01-R0853,853,854,31.19910898,11.44089102,0.00492883,1.10289773,1.10301473,11.49756058,0.00066945,false,false,false
CP01-R0854,854,855,29.76750647,10.29249353,0.00784483,0.99364961,0.99364345,10.37387484,0.00086742,false,false,false
CP01-R0855,855,856,39.93221854,2.00778146,0.00382798,0.19344243,0.19335122,2.01549675,0.00001598,false,false,false
CP01-R0856,856,857,44.61157690,16.61842310,0.00417420,1.60140282,1.60263236,16.68808241,0.00119440,false,false,false
CP01-R0857,857,858,39.47938793,1.39061207,0.00977609,0.13438220,0.13431757,1.40434103,0.00001981,false,false,false
CP01-R0858,858,859,36.50539728,-3.20539728,0.01406673,-0.31042777,-0.31029036,-3.25113005,0.00015277,false,false,false
CP01-R0859,859,860,39.88792557,12.53207443,0.00356111,1.20725801,1.20752883,12.57686202,0.00057875,false,false,false
CP01-R0860,860,861,26.20169876,-11.11169876,0.01002672,-1.07391816,-1.07399887,-11.22424105,0.00129788,false,false,false
CP01-R0861,861,862,37.39705199,1.06294801,0.00471929,0.10245701,0.10240735,1.06798816,0.00000553,false,false,false
CP01-R0862,862,863,36.99258786,0.26741214,0.00573909,0.02578894,0.02577631,0.26895571,0.00000043,false,false,false
CP01-R0863,863,864,20.11367020,15.11632980,0.01607623,1.46544019,1.46626521,15.36331400,0.00389867,false,true,true
CP01-R0864,864,865,35.60851162,6.52148838,0.00340187,0.62818730,0.62800097,6.54374935,0.00014967,false,false,false
CP01-R0865,865,866,27.64676119,4.22323881,0.00994367,0.40814845,0.40798181,4.26565506,0.00018590,false,false,false
CP01-R0866,866,867,34.24205954,7.29794046,0.00510842,0.70358230,0.70340820,7.33541283,0.00028242,false,false,false
CP01-R0867,867,868,36.18595169,3.26404831,0.01414018,0.31611963,0.31598024,3.31086453,0.00015926,false,false,false
CP01-R0868,868,869,35.35696207,2.55303793,0.01006562,0.24674964,0.24663613,2.57899712,0.00006879,false,false,false
CP01-R0869,869,870,39.78142585,4.49857415,0.00368613,0.43339037,0.43321793,4.51521782,0.00007721,false,false,false
CP01-R0870,870,871,33.39189628,-2.21189628,0.00779677,-0.21353394,-0.21343411,-2.22927745,0.00003981,false,false,false
CP01-R0871,871,872,26.44050879,-2.75050879,0.00437998,-0.26507495,-0.26495423,-2.76260895,0.00003435,false,false,false
CP01-R0872,872,873,29.00316823,3.75683177,0.00851753,0.36281204,0.36265770,3.78910560,0.00012565,false,false,false
CP01-R0873,873,874,31.86915949,0.53084051,0.00443809,0.05116022,0.05113522,0.53320693,0.00000130,false,false,false
CP01-R0874,874,875,18.24295614,10.38704386,0.01974740,1.00884728,1.00885607,10.59629310,0.00227814,true,false,true
CP01-R0875,875,876,34.98819666,1.81180334,0.00612762,0.17476248,0.17467949,1.82297384,0.00002092,false,false,false
CP01-R0876,876,877,24.14882729,-5.86882729,0.01219354,-0.56782938,-0.56764088,-5.94127242,0.00044223,false,false,false
CP01-R0877,877,878,24.40401212,8.65598788,0.01065948,0.83684727,0.83672436,8.74925032,0.00083838,false,false,false
CP01-R0878,878,879,25.34126274,6.07873726,0.01507543,0.58899872,0.58881025,6.17177948,0.00059000,false,false,false
CP01-R0879,879,880,22.32061129,8.70938871,0.00579167,0.83994614,0.83982492,8.76012447,0.00045665,false,false,false
CP01-R0880,880,881,40.39621901,3.99378099,0.00421191,0.38486042,0.38469981,4.01067361,0.00006961,false,false,false
CP01-R0881,881,882,17.09556640,-4.91556640,0.00596696,-0.47410619,-0.47392612,-4.94507348,0.00014992,false,false,false
CP01-R0882,882,883,30.88004543,-5.32004543,0.00621578,-0.51318241,-0.51299720,-5.35332051,0.00018302,false,false,false
CP01-R0883,883,884,23.34319434,13.09680566,0.00460360,1.26232102,1.26268841,13.15737700,0.00081884,false,false,false
CP01-R0884,884,885,32.99246650,-0.03246650,0.01115774,-0.00313960,-0.00313806,-0.03283284,0.00000001,false,false,false
CP01-R0885,885,886,28.07823656,-4.23823656,0.00968218,-0.40954380,-0.40937682,-4.27967312,0.00018220,false,false,false
CP01-R0886,886,887,31.16410382,-4.93410382,0.00571247,-0.47583321,-0.47565288,-4.96245168,0.00014454,false,false,false
CP01-R0887,887,888,25.51390982,-7.56390982,0.01166300,-0.73163804,-0.73147144,-7.65316871,0.00070187,false,false,false
CP01-R0888,888,889,34.91667501,5.76332499,0.00979186,0.55694502,0.55675679,5.82031670,0.00034082,false,false,false
CP01-R0889,889,890,23.59261136,-4.58261136,0.00704988,-0.44223364,-0.44205936,-4.61514759,0.00015428,false,false,false
CP01-R0890,890,891,33.56091726,0.15908274,0.00331679,0.01532311,0.01531561,0.15961214,0.00000009,false,false,false
CP01-R0891,891,892,16.81284145,-8.27284145,0.01683110,-0.80231165,-0.80217156,-8.41446619,0.00122441,false,false,false
CP01-R0892,892,893,26.97817860,-13.51817860,0.01846794,-1.31210443,-1.31256881,-13.77252889,0.00359922,true,false,true
CP01-R0893,893,894,26.09169524,6.14830476,0.00743590,0.59344240,0.59325403,6.19436546,0.00029315,false,false,false
CP01-R0894,894,895,25.65911123,-2.13911123,0.00326449,-0.20603731,-0.20594067,-2.14611721,0.00001545,false,false,false
CP01-R0895,895,896,31.30209803,-1.58209803,0.00822007,-0.15276652,-0.15269344,-1.59521078,0.00002149,false,false,false
